# container: cpu_percent = % de 1 core, ram_mb = cgroup. host: host_cpu_percent = % total, host_ram_mb = /proc/meminfo
# host specs: 8 CPUs, 19.3GB RAM | container limit: 4.0 CPUs, 16.0GB RAM
epoch,mean_cpu,max_cpu,mean_ram_mb,max_ram_mb,mean_host_cpu,max_host_cpu,mean_host_ram_mb,max_host_ram_mb,samples
0,198.53,259.82,879.6,1349.6,24.93,33.0,2536.5,2976.8,17
1,288.26,316.79,1532.8,1560.7,39.12,42.7,3161.4,3189.2,4
2,253.54,310.24,1435.5,1582.5,33.55,41.2,3063.3,3209.2,6
